"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"21:11:43:09","A002C006_230418_R073","","0","","","","-29.4","-0.8","ARRI ALEXA Mini"
"21:11:43:10","A002C006_230418_R073","","0","","","","-28.4","3.5","ARRI ALEXA Mini"
"21:11:43:11","A002C006_230418_R073","","0","","","","-27.4","9.2","ARRI ALEXA Mini"
"21:11:43:12","A002C006_230418_R073","","0","","","","-26.9","13.5","ARRI ALEXA Mini"
"21:11:43:13","A002C006_230418_R073","","0","","","","-26","16.5","ARRI ALEXA Mini"
"21:11:43:14","A002C006_230418_R073","","0","","","","-25.1","20.1","ARRI ALEXA Mini"
"21:11:43:15","A002C006_230418_R073","","0","","","","-24.4","23.4","ARRI ALEXA Mini"
"21:11:43:16","A002C006_230418_R073","","0","","","","-23.6","27.1","ARRI ALEXA Mini"
"21:11:43:17","A002C006_230418_R073","","0","","","","-22.5","30.7","ARRI ALEXA Mini"
"21:11:43:18","A002C006_230418_R073","","0","","","","-21.1","33.2","ARRI ALEXA Mini"
"21:11:43:19","A002C006_230418_R073","","0","","","","-19.2","36.4","ARRI ALEXA Mini"
"21:11:43:20","A002C006_230418_R073","","0","","","","-18.3","39.3","ARRI ALEXA Mini"
"21:11:43:21","A002C006_230418_R073","","0","","","","-17","41.3","ARRI ALEXA Mini"
"21:11:43:22","A002C006_230418_R073","","0","","","","-15.6","42.5","ARRI ALEXA Mini"
"21:11:43:23","A002C006_230418_R073","","0","","","","-15.2","41.3","ARRI ALEXA Mini"
"21:11:44:00","A002C006_230418_R073","","0","","","","-15.1","38.1","ARRI ALEXA Mini"
"21:11:44:01","A002C006_230418_R073","","0","","","","-15","37.7","ARRI ALEXA Mini"
"21:11:44:02","A002C006_230418_R073","","0","","","","-14.4","38.1","ARRI ALEXA Mini"
"21:11:44:03","A002C006_230418_R073","","0","","","","-14","38.5","ARRI ALEXA Mini"
"21:11:44:04","A002C006_230418_R073","","0","","","","-13.7","38.8","ARRI ALEXA Mini"
"21:11:44:05","A002C006_230418_R073","","0","","","","-14.2","38.6","ARRI ALEXA Mini"
"21:11:44:06","A002C006_230418_R073","","0","","","","-14.7","38.2","ARRI ALEXA Mini"
"21:11:44:07","A002C006_230418_R073","","0","","","","-15.2","37","ARRI ALEXA Mini"
"21:11:44:08","A002C006_230418_R073","","0","","","","-16.5","35.4","ARRI ALEXA Mini"
"21:11:44:09","A002C006_230418_R073","","0","","","","-17.3","34.3","ARRI ALEXA Mini"
"21:11:44:10","A002C006_230418_R073","","0","","","","-17.3","32.9","ARRI ALEXA Mini"
"21:11:44:11","A002C006_230418_R073","","0","","","","-17.1","31.3","ARRI ALEXA Mini"
"21:11:44:12","A002C006_230418_R073","","0","","","","-16.9","29.6","ARRI ALEXA Mini"
"21:11:44:13","A002C006_230418_R073","","0","","","","-17.9","27.3","ARRI ALEXA Mini"
"21:11:44:14","A002C006_230418_R073","","0","","","","-18.7","26","ARRI ALEXA Mini"
"21:11:44:15","A002C006_230418_R073","","0","","","","-19.5","24.5","ARRI ALEXA Mini"
"21:11:44:16","A002C006_230418_R073","","0","","","","-20.9","21","ARRI ALEXA Mini"
"21:11:44:17","A002C006_230418_R073","","0","","","","-21.7","18.4","ARRI ALEXA Mini"
"21:11:44:18","A002C006_230418_R073","","0","","","","-22.1","15.7","ARRI ALEXA Mini"
"21:11:44:19","A002C006_230418_R073","","0","","","","-22.4","13.9","ARRI ALEXA Mini"
"21:11:44:20","A002C006_230418_R073","","0","","","","-22.7","11.2","ARRI ALEXA Mini"
"21:11:44:21","A002C006_230418_R073","","0","","","","-23.2","8.4","ARRI ALEXA Mini"
"21:11:44:22","A002C006_230418_R073","","0","","","","-23.3","5.6","ARRI ALEXA Mini"
"21:11:44:23","A002C006_230418_R073","","0","","","","-23.3","3.2","ARRI ALEXA Mini"
"21:11:45:00","A002C006_230418_R073","","0","","","","-23.3","1.9","ARRI ALEXA Mini"
"21:11:45:01","A002C006_230418_R073","","0","","","","-23.7","0.6","ARRI ALEXA Mini"
"21:11:45:02","A002C006_230418_R073","","0","","","","-24.1","-0.1","ARRI ALEXA Mini"
"21:11:45:03","A002C006_230418_R073","","0","","","","-24.3","-0.3","ARRI ALEXA Mini"
"21:11:45:04","A002C006_230418_R073","","0","","","","-24.5","0","ARRI ALEXA Mini"
"21:11:45:05","A002C006_230418_R073","","0","","","","-24.5","0","ARRI ALEXA Mini"
"21:11:45:06","A002C006_230418_R073","","0","","","","-24.5","0","ARRI ALEXA Mini"
"21:11:45:07","A002C006_230418_R073","","0","","","","-25.3","0.1","ARRI ALEXA Mini"
"21:11:45:08","A002C006_230418_R073","","0","","","","-25.8","0.4","ARRI ALEXA Mini"
"21:11:45:09","A002C006_230418_R073","","0","","","","-25.8","0.6","ARRI ALEXA Mini"
"21:11:45:10","A002C006_230418_R073","","0","","","","-25.8","0.8","ARRI ALEXA Mini"
"21:11:45:11","A002C006_230418_R073","","0","","","","-25.7","1.4","ARRI ALEXA Mini"
"21:11:45:12","A002C006_230418_R073","","0","","","","-25.6","2","ARRI ALEXA Mini"
"21:11:45:13","A002C006_230418_R073","","0","","","","-25.6","2.6","ARRI ALEXA Mini"
"21:11:45:14","A002C006_230418_R073","","0","","","","-25.6","3.4","ARRI ALEXA Mini"
"21:11:45:15","A002C006_230418_R073","","0","","","","-25.8","4.1","ARRI ALEXA Mini"
"21:11:45:16","A002C006_230418_R073","","0","","","","-26","4.8","ARRI ALEXA Mini"
"21:11:45:17","A002C006_230418_R073","","0","","","","-26.1","5.6","ARRI ALEXA Mini"
"21:11:45:18","A002C006_230418_R073","","0","","","","-26.2","6.4","ARRI ALEXA Mini"
"21:11:45:19","A002C006_230418_R073","","0","","","","-26.6","6.8","ARRI ALEXA Mini"
"21:11:45:20","A002C006_230418_R073","","0","","","","-27.2","7.3","ARRI ALEXA Mini"
"21:11:45:21","A002C006_230418_R073","","0","","","","-28.3","9.6","ARRI ALEXA Mini"
"21:11:45:22","A002C006_230418_R073","","0","","","","-28.5","12.3","ARRI ALEXA Mini"
"21:11:45:23","A002C006_230418_R073","","0","","","","-27.9","15.1","ARRI ALEXA Mini"
"21:11:46:00","A002C006_230418_R073","","0","","","","-27.1","17.6","ARRI ALEXA Mini"
"21:11:46:01","A002C006_230418_R073","","0","","","","-26.5","19.6","ARRI ALEXA Mini"
"21:11:46:02","A002C006_230418_R073","","0","","","","-25.6","23","ARRI ALEXA Mini"
"21:11:46:03","A002C006_230418_R073","","0","","","","-23.9","28.1","ARRI ALEXA Mini"
"21:11:46:04","A002C006_230418_R073","","0","","","","-21.9","32","ARRI ALEXA Mini"
"21:11:46:05","A002C006_230418_R073","","0","","","","-19.2","34.7","ARRI ALEXA Mini"
"21:11:46:06","A002C006_230418_R073","","0","","","","-16.3","36.2","ARRI ALEXA Mini"
"21:11:46:07","A002C006_230418_R073","","0","","","","-15.4","36.1","ARRI ALEXA Mini"
"21:11:46:08","A002C006_230418_R073","","0","","","","-13.9","34.9","ARRI ALEXA Mini"
"21:11:46:09","A002C006_230418_R073","","0","","","","-12.4","32.3","ARRI ALEXA Mini"
"21:11:46:10","A002C006_230418_R073","","0","","","","-10.6","29.2","ARRI ALEXA Mini"
"21:11:46:11","A002C006_230418_R073","","0","","","","-8.6","26.3","ARRI ALEXA Mini"
"21:11:46:12","A002C006_230418_R073","","0","","","","-7","24.5","ARRI ALEXA Mini"
"21:11:46:13","A002C006_230418_R073","","0","","","","-4.5","22.8","ARRI ALEXA Mini"
"21:11:46:14","A002C006_230418_R073","","0","","","","-3.4","20.9","ARRI ALEXA Mini"
"21:11:46:15","A002C006_230418_R073","","0","","","","-4.4","17.2","ARRI ALEXA Mini"
"21:11:46:16","A002C006_230418_R073","","0","","","","-3.5","14.6","ARRI ALEXA Mini"
"21:11:46:17","A002C006_230418_R073","","0","","","","-1.8","13.7","ARRI ALEXA Mini"
"21:11:46:18","A002C006_230418_R073","","0","","","","-1.2","13.6","ARRI ALEXA Mini"
"21:11:46:19","A002C006_230418_R073","","0","","","","1.7","14.1","ARRI ALEXA Mini"
"21:11:46:20","A002C006_230418_R073","","0","","","","0.5","15.4","ARRI ALEXA Mini"
"21:11:46:21","A002C006_230418_R073","","0","","","","-0.9","15.6","ARRI ALEXA Mini"
"21:11:46:22","A002C006_230418_R073","","0","","","","-1.1","15.5","ARRI ALEXA Mini"
"21:11:46:23","A002C006_230418_R073","","0","","","","-2.1","15.7","ARRI ALEXA Mini"
"21:11:47:00","A002C006_230418_R073","","0","","","","-3.3","16.8","ARRI ALEXA Mini"
"21:11:47:01","A002C006_230418_R073","","0","","","","-3.3","17.2","ARRI ALEXA Mini"
"21:11:47:02","A002C006_230418_R073","","0","","","","-2.8","17.8","ARRI ALEXA Mini"
"21:11:47:03","A002C006_230418_R073","","0","","","","-1.1","20","ARRI ALEXA Mini"
"21:11:47:04","A002C006_230418_R073","","0","","","","0.1","21.7","ARRI ALEXA Mini"
"21:11:47:05","A002C006_230418_R073","","0","","","","1.1","22.6","ARRI ALEXA Mini"
"21:11:47:06","A002C006_230418_R073","","0","","","","2.2","22.2","ARRI ALEXA Mini"
"21:11:47:07","A002C006_230418_R073","","0","","","","2.8","21.3","ARRI ALEXA Mini"
"21:11:47:08","A002C006_230418_R073","","0","","","","3.4","20.1","ARRI ALEXA Mini"
"21:11:47:09","A002C006_230418_R073","","0","","","","4.1","18.3","ARRI ALEXA Mini"
"21:11:47:10","A002C006_230418_R073","","0","","","","4.3","17.7","ARRI ALEXA Mini"
"21:11:47:11","A002C006_230418_R073","","0","","","","5.1","18.1","ARRI ALEXA Mini"
"21:11:47:12","A002C006_230418_R073","","0","","","","5.8","19.8","ARRI ALEXA Mini"
"21:11:47:13","A002C006_230418_R073","","0","","","","6.4","21.1","ARRI ALEXA Mini"
"21:11:47:14","A002C006_230418_R073","","0","","","","6.9","21.8","ARRI ALEXA Mini"
"21:11:47:15","A002C006_230418_R073","","0","","","","6.9","21.8","ARRI ALEXA Mini"
"21:11:47:16","A002C006_230418_R073","","0","","","","6.9","22.4","ARRI ALEXA Mini"
"21:11:47:17","A002C006_230418_R073","","0","","","","7.6","24.4","ARRI ALEXA Mini"
"21:11:47:18","A002C006_230418_R073","","0","","","","9.2","27.2","ARRI ALEXA Mini"
"21:11:47:19","A002C006_230418_R073","","0","","","","12.1","29.6","ARRI ALEXA Mini"
"21:11:47:20","A002C006_230418_R073","","0","","","","13.7","30.3","ARRI ALEXA Mini"
"21:11:47:21","A002C006_230418_R073","","0","","","","14.3","30.6","ARRI ALEXA Mini"
