"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"09:03:54:08","A032C003_2511017F"," 29 64959R CMot","","29","","14.698","0.6","-0.1","MPC-3626"
"09:03:54:09","A032C003_2511017F"," 29 64959R CMot","","29","","14.272","0.6","-0.1","MPC-3626"
"09:03:54:10","A032C003_2511017F"," 29 64959R CMot","","29","","14.108","0.6","-0.1","MPC-3626"
"09:03:54:11","A032C003_2511017F"," 29 64959R CMot","","29","","13.976","0.7","-0.2","MPC-3626"
"09:03:54:12","A032C003_2511017F"," 29 64959R CMot","","29","","13.944","0.7","-0.2","MPC-3626"
"09:03:54:13","A032C003_2511017F"," 29 64959R CMot","","29","","13.812","0.7","-0.2","MPC-3626"
"09:03:54:14","A032C003_2511017F"," 29 64959R CMot","","29","","13.681","0.7","-0.1","MPC-3626"
"09:03:54:15","A032C003_2511017F"," 29 64959R CMot","","29","","13.648","0.7","-0.1","MPC-3626"
"09:03:54:16","A032C003_2511017F"," 29 64959R CMot","","29","","13.615","0.6","-0.1","MPC-3626"
"09:03:54:17","A032C003_2511017F"," 29 64959R CMot","","29","","13.583","0.6","-0.1","MPC-3626"
"09:03:54:18","A032C003_2511017F"," 29 64959R CMot","","29","","13.55","0.6","-0.1","MPC-3626"
"09:03:54:19","A032C003_2511017F"," 29 64959R CMot","","29","","13.419","0.7","-0.2","MPC-3626"
"09:03:54:20","A032C003_2511017F"," 29 64959R CMot","","29","","13.32","0.7","-0.2","MPC-3626"
"09:03:54:21","A032C003_2511017F"," 29 64959R CMot","","29","","12.999","0.7","-0.1","MPC-3626"
"09:03:54:22","A032C003_2511017F"," 29 64959R CMot","","29","","12.877","0.7","-0.1","MPC-3626"
"09:03:54:23","A032C003_2511017F"," 29 64959R CMot","","29","","12.625","0.7","-0.1","MPC-3626"
"09:03:55:00","A032C003_2511017F"," 29 64959R CMot","","29","","12.454","0.7","-0.1","MPC-3626"
"09:03:55:01","A032C003_2511017F"," 29 64959R CMot","","29","","12.29","0.7","-0.1","MPC-3626"
"09:03:55:02","A032C003_2511017F"," 29 64959R CMot","","29","","12.146","0.6","-0.1","MPC-3626"
"09:03:55:03","A032C003_2511017F"," 29 64959R CMot","","29","","12.057","0.6","-0.1","MPC-3626"
"09:03:55:04","A032C003_2511017F"," 29 64959R CMot","","29","","11.87","0.6","-0.1","MPC-3626"
"09:03:55:05","A032C003_2511017F"," 29 64959R CMot","","29","","11.736","0.6","-0.1","MPC-3626"
"09:03:55:06","A032C003_2511017F"," 29 64959R CMot","","29","","11.572","0.6","-0.1","MPC-3626"
"09:03:55:07","A032C003_2511017F"," 29 64959R CMot","","29","","11.43","0.7","-0.1","MPC-3626"
"09:03:55:08","A032C003_2511017F"," 29 64959R CMot","","29","","11.381","0.7","-0.1","MPC-3626"
"09:03:55:09","A032C003_2511017F"," 29 64959R CMot","","29","","11.096","0.7","-0.1","MPC-3626"
"09:03:55:10","A032C003_2511017F"," 29 64959R CMot","","29","","11.037","0.7","-0.1","MPC-3626"
"09:03:55:11","A032C003_2511017F"," 29 64959R CMot","","29","","10.833","0.7","-0.1","MPC-3626"
"09:03:55:12","A032C003_2511017F"," 29 64959R CMot","","29","","10.738","0.7","-0.1","MPC-3626"
"09:03:55:13","A032C003_2511017F"," 29 64959R CMot","","29","","10.614","0.7","-0.1","MPC-3626"
"09:03:55:14","A032C003_2511017F"," 29 64959R CMot","","29","","10.479","0.7","-0.1","MPC-3626"
"09:03:55:15","A032C003_2511017F"," 29 64959R CMot","","29","","10.312","0.6","-0.2","MPC-3626"
"09:03:55:16","A032C003_2511017F"," 29 64959R CMot","","29","","10.138","0.6","-0.2","MPC-3626"
"09:03:55:17","A032C003_2511017F"," 29 64959R CMot","","29","","9.931","0.6","-0.1","MPC-3626"
"09:03:55:18","A032C003_2511017F"," 29 64959R CMot","","29","","9.78","0.6","-0.1","MPC-3626"
"09:03:55:19","A032C003_2511017F"," 29 64959R CMot","","29","","9.656","0.6","-0.1","MPC-3626"
"09:03:55:20","A032C003_2511017F"," 29 64959R CMot","","29","","9.623","0.7","-0.2","MPC-3626"
"09:03:55:21","A032C003_2511017F"," 29 64959R CMot","","29","","9.534","0.7","-0.2","MPC-3626"
"09:03:55:22","A032C003_2511017F"," 29 64959R CMot","","29","","9.416","0.7","-0.1","MPC-3626"
"09:03:55:23","A032C003_2511017F"," 29 64959R CMot","","29","","9.36","0.7","-0.1","MPC-3626"
"09:03:56:00","A032C003_2511017F"," 29 64959R CMot","","29","","9.36","0.7","-0.1","MPC-3626"
"09:03:56:01","A032C003_2511017F"," 29 64959R CMot","","29","","9.249","0.7","-0.2","MPC-3626"
"09:03:56:02","A032C003_2511017F"," 29 64959R CMot","","29","","9.206","0.7","-0.2","MPC-3626"
"09:03:56:03","A032C003_2511017F"," 29 64959R CMot","","29","","9.127","0.7","-0.2","MPC-3626"
"09:03:56:04","A032C003_2511017F"," 29 64959R CMot","","29","","9.085","0.7","-0.2","MPC-3626"
"09:03:56:05","A032C003_2511017F"," 29 64959R CMot","","29","","9.016","0.7","-0.2","MPC-3626"
"09:03:56:06","A032C003_2511017F"," 29 64959R CMot","","29","","8.98","0.6","-0.1","MPC-3626"
"09:03:56:07","A032C003_2511017F"," 29 64959R CMot","","29","","8.95","0.6","-0.1","MPC-3626"
"09:03:56:08","A032C003_2511017F"," 29 64959R CMot","","29","","8.921","0.6","-0.1","MPC-3626"
"09:03:56:09","A032C003_2511017F"," 29 64959R CMot","","29","","8.891","0.6","-0.1","MPC-3626"
"09:03:56:10","A032C003_2511017F"," 29 64959R CMot","","29","","8.865","0.6","-0.1","MPC-3626"
"09:03:56:11","A032C003_2511017F"," 29 64959R CMot","","29","","8.825","0.6","-0.1","MPC-3626"
"09:03:56:12","A032C003_2511017F"," 29 64959R CMot","","29","","8.799","0.6","-0.1","MPC-3626"
"09:03:56:13","A032C003_2511017F"," 29 64959R CMot","","29","","8.789","0.7","-0.2","MPC-3626"
"09:03:56:14","A032C003_2511017F"," 29 64959R CMot","","29","","8.78","0.7","-0.2","MPC-3626"
"09:03:56:15","A032C003_2511017F"," 29 64959R CMot","","29","","8.78","0.7","-0.2","MPC-3626"
"09:03:56:16","A032C003_2511017F"," 29 64959R CMot","","29","","8.78","0.7","-0.2","MPC-3626"
"09:03:56:17","A032C003_2511017F"," 29 64959R CMot","","29","","8.789","0.7","-0.2","MPC-3626"
"09:03:56:18","A032C003_2511017F"," 29 64959R CMot","","29","","8.799","0.7","-0.2","MPC-3626"
"09:03:56:19","A032C003_2511017F"," 29 64959R CMot","","29","","8.835","0.7","-0.2","MPC-3626"
"09:03:56:20","A032C003_2511017F"," 29 64959R CMot","","29","","8.871","0.7","-0.2","MPC-3626"
"09:03:56:21","A032C003_2511017F"," 29 64959R CMot","","29","","8.881","0.6","-0.2","MPC-3626"
"09:03:56:22","A032C003_2511017F"," 29 64959R CMot","","29","","8.881","0.6","-0.2","MPC-3626"
"09:03:56:23","A032C003_2511017F"," 29 64959R CMot","","29","","8.881","0.7","-0.2","MPC-3626"
"09:03:57:00","A032C003_2511017F"," 29 64959R CMot","","29","","8.881","0.7","-0.2","MPC-3626"
"09:03:57:01","A032C003_2511017F"," 29 64959R CMot","","29","","8.881","0.7","-0.2","MPC-3626"
"09:03:57:02","A032C003_2511017F"," 29 64959R CMot","","29","","8.891","0.6","-0.1","MPC-3626"
"09:03:57:03","A032C003_2511017F"," 29 64959R CMot","","29","","8.94","0.6","-0.1","MPC-3626"
"09:03:57:04","A032C003_2511017F"," 29 64959R CMot","","29","","9.016","0.7","-0.1","MPC-3626"
"09:03:57:05","A032C003_2511017F"," 29 64959R CMot","","29","","9.094","0.7","-0.1","MPC-3626"
"09:03:57:06","A032C003_2511017F"," 29 64959R CMot","","29","","9.157","0.7","-0.1","MPC-3626"
"09:03:57:07","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.6","-0.1","MPC-3626"
"09:03:57:08","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.6","-0.1","MPC-3626"
"09:03:57:09","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.7","-0.1","MPC-3626"
"09:03:57:10","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.7","-0.1","MPC-3626"
"09:03:57:11","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.7","-0.1","MPC-3626"
"09:03:57:12","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.7","-0.1","MPC-3626"
"09:03:57:13","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.7","-0.1","MPC-3626"
"09:03:57:14","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.7","-0.1","MPC-3626"
"09:03:57:15","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.7","-0.1","MPC-3626"
"09:03:57:16","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.7","-0.1","MPC-3626"
"09:03:57:17","A032C003_2511017F"," 29 64959R CMot","","29","","9.177","0.6","-0.1","MPC-3626"
"09:03:57:18","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.6","-0.1","MPC-3626"
"09:03:57:19","A032C003_2511017F"," 29 64959R CMot","","29","","9.196","0.7","-0.1","MPC-3626"
"09:03:57:20","A032C003_2511017F"," 29 64959R CMot","","29","","9.196","0.7","-0.1","MPC-3626"
"09:03:57:21","A032C003_2511017F"," 29 64959R CMot","","29","","9.196","0.7","-0.1","MPC-3626"
"09:03:57:22","A032C003_2511017F"," 29 64959R CMot","","29","","9.196","0.6","-0.1","MPC-3626"
"09:03:57:23","A032C003_2511017F"," 29 64959R CMot","","29","","9.196","0.6","-0.1","MPC-3626"
"09:03:58:00","A032C003_2511017F"," 29 64959R CMot","","29","","9.196","0.6","-0.1","MPC-3626"
"09:03:58:01","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.6","-0.1","MPC-3626"
"09:03:58:02","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.6","-0.1","MPC-3626"
"09:03:58:03","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:04","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:05","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:06","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:07","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:08","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:09","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:10","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:11","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:12","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:13","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:14","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:15","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:16","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:17","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:18","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:19","A032C003_2511017F"," 29 64959R CMot","","29","","9.186","0.7","-0.1","MPC-3626"
"09:03:58:20","A032C003_2511017F"," 29 64959R CMot","","29","","9.167","0.6","-0.1","MPC-3626"
"09:03:58:21","A032C003_2511017F"," 29 64959R CMot","","29","","9.147","0.6","-0.1","MPC-3626"
"09:03:58:22","A032C003_2511017F"," 29 64959R CMot","","29","","9.104","0.6","-0.1","MPC-3626"
"09:03:58:23","A032C003_2511017F"," 29 64959R CMot","","29","","9.055","0.6","-0.2","MPC-3626"
"09:03:59:00","A032C003_2511017F"," 29 64959R CMot","","29","","8.98","0.6","-0.2","MPC-3626"
"09:03:59:01","A032C003_2511017F"," 29 64959R CMot","","29","","8.881","0.7","-0.1","MPC-3626"
"09:03:59:02","A032C003_2511017F"," 29 64959R CMot","","29","","8.825","0.7","-0.1","MPC-3626"
"09:03:59:03","A032C003_2511017F"," 29 64959R CMot","","29","","8.799","0.7","-0.1","MPC-3626"
"09:03:59:04","A032C003_2511017F"," 29 64959R CMot","","29","","8.724","0.6","-0.1","MPC-3626"
"09:03:59:05","A032C003_2511017F"," 29 64959R CMot","","29","","8.688","0.6","-0.1","MPC-3626"
"09:03:59:06","A032C003_2511017F"," 29 64959R CMot","","29","","8.606","0.6","-0.1","MPC-3626"
"09:03:59:07","A032C003_2511017F"," 29 64959R CMot","","29","","8.501","0.6","-0.1","MPC-3626"
"09:03:59:08","A032C003_2511017F"," 29 64959R CMot","","29","","8.399","0.6","-0.1","MPC-3626"
"09:03:59:09","A032C003_2511017F"," 29 64959R CMot","","29","","8.291","0.7","-0.1","MPC-3626"
"09:03:59:10","A032C003_2511017F"," 29 64959R CMot","","29","","8.258","0.7","-0.1","MPC-3626"
"09:03:59:11","A032C003_2511017F"," 29 64959R CMot","","29","","8.114","0.6","-0.1","MPC-3626"
"09:03:59:12","A032C003_2511017F"," 29 64959R CMot","","29","","8.081","0.6","-0.1","MPC-3626"
"09:03:59:13","A032C003_2511017F"," 29 64959R CMot","","29","","8.002","0.6","-0.1","MPC-3626"
"09:03:59:14","A032C003_2511017F"," 29 64959R CMot","","29","","7.904","0.6","-0.2","MPC-3626"
"09:03:59:15","A032C003_2511017F"," 29 64959R CMot","","29","","7.838","0.6","-0.2","MPC-3626"
"09:03:59:16","A032C003_2511017F"," 29 64959R CMot","","29","","7.766","0.6","-0.1","MPC-3626"
"09:03:59:17","A032C003_2511017F"," 29 64959R CMot","","29","","7.73","0.6","-0.1","MPC-3626"
"09:03:59:18","A032C003_2511017F"," 29 64959R CMot","","29","","7.657","0.6","-0.1","MPC-3626"
"09:03:59:19","A032C003_2511017F"," 29 64959R CMot","","29","","7.621","0.7","-0.2","MPC-3626"
"09:03:59:20","A032C003_2511017F"," 29 64959R CMot","","29","","7.546","0.7","-0.2","MPC-3626"
"09:03:59:21","A032C003_2511017F"," 29 64959R CMot","","29","","7.431","0.7","-0.1","MPC-3626"
"09:03:59:22","A032C003_2511017F"," 29 64959R CMot","","29","","7.333","0.7","-0.1","MPC-3626"
"09:03:59:23","A032C003_2511017F"," 29 64959R CMot","","29","","7.244","0.7","-0.1","MPC-3626"
"09:04:00:00","A032C003_2511017F"," 29 64959R CMot","","29","","7.169","0.6","-0.1","MPC-3626"
"09:04:00:01","A032C003_2511017F"," 29 64959R CMot","","29","","7.103","0.6","-0.1","MPC-3626"
"09:04:00:02","A032C003_2511017F"," 29 64959R CMot","","29","","7.067","0.6","-0.1","MPC-3626"
"09:04:00:03","A032C003_2511017F"," 29 64959R CMot","","29","","7.014","0.6","-0.1","MPC-3626"
"09:04:00:04","A032C003_2511017F"," 29 64959R CMot","","29","","6.965","0.6","-0.1","MPC-3626"
"09:04:00:05","A032C003_2511017F"," 29 64959R CMot","","29","","6.903","0.7","-0.2","MPC-3626"
"09:04:00:06","A032C003_2511017F"," 29 64959R CMot","","29","","6.841","0.7","-0.2","MPC-3626"
"09:04:00:07","A032C003_2511017F"," 29 64959R CMot","","29","","6.785","0.7","-0.1","MPC-3626"
"09:04:00:08","A032C003_2511017F"," 29 64959R CMot","","29","","6.742","0.7","-0.1","MPC-3626"
"09:04:00:09","A032C003_2511017F"," 29 64959R CMot","","29","","6.611","0.7","-0.1","MPC-3626"
"09:04:00:10","A032C003_2511017F"," 29 64959R CMot","","29","","6.535","0.7","-0.1","MPC-3626"
"09:04:00:11","A032C003_2511017F"," 29 64959R CMot","","29","","6.47","0.7","-0.1","MPC-3626"
"09:04:00:12","A032C003_2511017F"," 29 64959R CMot","","29","","6.404","0.7","-0.1","MPC-3626"
"09:04:00:13","A032C003_2511017F"," 29 64959R CMot","","29","","6.335","0.7","-0.1","MPC-3626"
"09:04:00:14","A032C003_2511017F"," 29 64959R CMot","","29","","6.302","0.7","-0.1","MPC-3626"
"09:04:00:15","A032C003_2511017F"," 29 64959R CMot","","29","","6.217","0.6","-0.1","MPC-3626"
"09:04:00:16","A032C003_2511017F"," 29 64959R CMot","","29","","6.132","0.6","-0.1","MPC-3626"
"09:04:00:17","A032C003_2511017F"," 29 64959R CMot","","29","","6.053","0.7","-0.1","MPC-3626"
"09:04:00:18","A032C003_2511017F"," 29 64959R CMot","","29","","5.965","0.7","-0.1","MPC-3626"
"09:04:00:19","A032C003_2511017F"," 29 64959R CMot","","29","","5.876","0.7","-0.1","MPC-3626"
"09:04:00:20","A032C003_2511017F"," 29 64959R CMot","","29","","5.807","0.6","-0.1","MPC-3626"
"09:04:00:21","A032C003_2511017F"," 29 64959R CMot","","29","","5.702","0.6","-0.1","MPC-3626"
"09:04:00:22","A032C003_2511017F"," 29 64959R CMot","","29","","5.686","0.6","-0.2","MPC-3626"
"09:04:00:23","A032C003_2511017F"," 29 64959R CMot","","29","","5.643","0.6","-0.2","MPC-3626"
"09:04:01:00","A032C003_2511017F"," 29 64959R CMot","","29","","5.63","0.6","-0.2","MPC-3626"
"09:04:01:01","A032C003_2511017F"," 29 64959R CMot","","29","","5.587","0.7","-0.2","MPC-3626"
"09:04:01:02","A032C003_2511017F"," 29 64959R CMot","","29","","5.554","0.7","-0.2","MPC-3626"
"09:04:01:03","A032C003_2511017F"," 29 64959R CMot","","29","","5.505","0.7","-0.2","MPC-3626"
"09:04:01:04","A032C003_2511017F"," 29 64959R CMot","","29","","5.495","0.6","-0.1","MPC-3626"
"09:04:01:05","A032C003_2511017F"," 29 64959R CMot","","29","","5.449","0.6","-0.1","MPC-3626"
"09:04:01:06","A032C003_2511017F"," 29 64959R CMot","","29","","5.423","0.6","-0.1","MPC-3626"
"09:04:01:07","A032C003_2511017F"," 29 64959R CMot","","29","","5.371","0.6","-0.1","MPC-3626"
"09:04:01:08","A032C003_2511017F"," 29 64959R CMot","","29","","5.364","0.6","-0.1","MPC-3626"
"09:04:01:09","A032C003_2511017F"," 29 64959R CMot","","29","","5.328","0.6","-0.2","MPC-3626"
"09:04:01:10","A032C003_2511017F"," 29 64959R CMot","","29","","5.308","0.6","-0.2","MPC-3626"
"09:04:01:11","A032C003_2511017F"," 29 64959R CMot","","29","","5.289","0.6","-0.1","MPC-3626"
"09:04:01:12","A032C003_2511017F"," 29 64959R CMot","","29","","5.276","0.6","-0.1","MPC-3626"
"09:04:01:13","A032C003_2511017F"," 29 64959R CMot","","29","","5.24","0.6","-0.1","MPC-3626"
"09:04:01:14","A032C003_2511017F"," 29 64959R CMot","","29","","5.213","0.7","-0.2","MPC-3626"
"09:04:01:15","A032C003_2511017F"," 29 64959R CMot","","29","","5.197","0.7","-0.2","MPC-3626"
"09:04:01:16","A032C003_2511017F"," 29 64959R CMot","","29","","5.177","0.6","-0.2","MPC-3626"
"09:04:01:17","A032C003_2511017F"," 29 64959R CMot","","29","","5.161","0.6","-0.2","MPC-3626"
"09:04:01:18","A032C003_2511017F"," 29 64959R CMot","","29","","5.141","0.6","-0.2","MPC-3626"
"09:04:01:19","A032C003_2511017F"," 29 64959R CMot","","29","","5.131","0.7","-0.1","MPC-3626"
"09:04:01:20","A032C003_2511017F"," 29 64959R CMot","","29","","5.118","0.7","-0.1","MPC-3626"
"09:04:01:21","A032C003_2511017F"," 29 64959R CMot","","29","","5.108","0.7","-0.1","MPC-3626"
"09:04:01:22","A032C003_2511017F"," 29 64959R CMot","","29","","5.108","0.7","-0.1","MPC-3626"
"09:04:01:23","A032C003_2511017F"," 29 64959R CMot","","29","","5.108","0.7","-0.1","MPC-3626"
"09:04:02:00","A032C003_2511017F"," 29 64959R CMot","","29","","5.108","0.6","-0.1","MPC-3626"
"09:04:02:01","A032C003_2511017F"," 29 64959R CMot","","29","","5.108","0.6","-0.1","MPC-3626"
"09:04:02:02","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:02:03","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:02:04","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:02:05","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:02:06","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:02:07","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:02:08","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:02:09","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:02:10","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:02:11","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:02:12","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:02:13","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:02:14","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:02:15","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:02:16","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:02:17","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:02:18","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:02:19","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:02:20","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:02:21","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:02:22","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:02:23","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:03:00","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:03:01","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:02","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:03","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:04","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:05","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:06","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:03:07","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:03:08","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:03:09","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:03:10","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:03:11","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:12","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:13","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:14","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:03:15","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:03:16","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:17","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:18","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:19","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:03:20","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:03:21","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:22","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:03:23","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:00","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:01","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:02","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:04:03","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:04:04","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:04:05","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:06","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:07","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:08","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:09","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:10","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:04:11","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:04:12","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:04:13","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:04:14","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:04:15","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:16","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:17","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:04:18","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:04:19","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:04:20","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
