Index	Timecode	Active Area Aspect Ratio	Anamorphic Lens Squeeze Ratio	Aperture Ring T Stop Position	Aperture Value	Aspect Ratio	Audio Bit Depth	Audio Codec	Audio Sampling Rate	Auto Exposure Mode	Auto Focus Sensing Area Setting	Auto White Balance Mode	Camera	Camera Attributes	Camera Knee Point	Camera Knee Slope	Camera Master Black Level	Camera Master Gain Adjustment	Camera Roll Angle	Camera Tilt Angle	Capture FPS	Capture Gamma Equation	Color For Look	Color Primaries	Cooke Distortion Mapping	Cooke Inertial Data	Cooke Protocol User Metadata	Creation Date	Current Focal Length	Drop Frame	Duration	Effective Marker Aspect Ratio	Electrical Extender Magnification	Embedded 3DLUT	End	Entrance Pupil Position	Exposure Index	Far Focus Distance	Focus Distance	Focus Position From Image Plane	Focus Ring Position	Format FPS	Gamma For Look	Gamma for CDL	Horizontal Field of View	Hyperfocal Distance	ISO Sensitivity	Image Orientation	Image Sensor Dimension Effective Height	Image Sensor Dimension Effective Width	Image Sensor Readout Mode	Iris F-Number	Iris Ring Position	Iris T-Number	LED Wall Color Temperature	LED Wall Moire Alert Level	Lens Attributes	Lens Serial Number	Lens Zoom 35mm Still Camera Equivalent	Lens Zoom Actual Focal Length	Light Blend Ratio with LED Wall	Look Process Baked	Macro Setting	Monitoring Base Curve	Monitoring Characteristics	Monitoring Coding Equations	Monitoring Color Primaries	Monitoring Descriptions	ND Filter Wheel	Near Focus Distance	Normalised Zoom Value	Number of Audio Channels	Optical Extender Magnification	Pixel Aspect Ratio	Post-CDL Transform	Pre-CDL Transform	Raw Black Code	Raw Gray Code	Raw White Code	Resolution	Rotary Shutter Mode	Shutter Speed Angle	Shutter Speed Time	Start	Sub Sampling	Tint Correction	UMID	User Frame Line1	User Frame Line2	Video Bit Depth	Video Codec	Video Signal	White Balance	ZEISS eXtended Data	Zoom Ring Position	
302	10:08:04:06	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.20000	0.00000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.302m	56382	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
303	10:08:04:07	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.10000	-0.10000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.328m	56434	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
304	10:08:04:08	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.10000	-0.10000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.354m	56525	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
305	10:08:04:09	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.10000	-0.10000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.36m	56555	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
306	10:08:04:10	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	-0.30000	0.00000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.389m	56672	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
307	10:08:04:11	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	-0.30000	0.00000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.419m	56781	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
308	10:08:04:12	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.60000	-0.20000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.439m	56853	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
309	10:08:04:13	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.60000	-0.20000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.442m	56873	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
310	10:08:04:14	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.60000	-0.20000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.444m	56879	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
311	10:08:04:15	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.00000	-0.10000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.461m	56935	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
312	10:08:04:16	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.00000	-0.10000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.475m	56985	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
313	10:08:04:17	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.00000	-0.10000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.482m	57010	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
314	10:08:04:18	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.10000	-0.20000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.49m	57039	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
315	10:08:04:19	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.10000	-0.20000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.497m	57059	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
316	10:08:04:20	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.40000	-0.10000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.499m	57083	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
317	10:08:04:21	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.40000	-0.10000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.507m	57133	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
318	10:08:04:22	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.40000	-0.10000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.529m	57173	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
319	10:08:04:23	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.10000	0.00000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.55m	57248	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
320	10:08:05:00	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.10000	0.00000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.563m	57286	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
321	10:08:05:01	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.10000	-0.20000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.565m	57294	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
322	10:08:05:02	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.10000	-0.20000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.57m	57315	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
323	10:08:05:03	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.10000	-0.20000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.573m	57340	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
324	10:08:05:04	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.30000	-0.30000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.586m	57393	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
325	10:08:05:05	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.30000	-0.30000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.602m	57419	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
326	10:08:05:06	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.30000	-0.40000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.618m	57467	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
327	10:08:05:07	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.30000	-0.40000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.634m	57513	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
328	10:08:05:08	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.30000	-0.40000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.637m	57538	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
329	10:08:05:09	6048:4032				3:2	24	LPCM	48000	ManualExposureMode	ManualFocusMode	PresetWhiteBalanceSetup	VENICE 2/CineAltaV 2	MPC-3626 0010007 Version4.00				0.00dB	0.30000	-0.50000	24p	scene-linear	s-gamut3-cine					2025-08-27 10:07:51		NDF	00:00:26:20	6048:4032	100%		10:08:18:12		500			2.645m	57580	24p	s-log3-cine	s-log3-cine			500	normal	23950um	35925um	ProgressiveFrame	5	27029				 35 61914R CMot		35mm	35mm		false		rec709	rec709	rec709	rec709	ART:SL3SG3C;250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.art	1/4			4	100%	1:1	LUT:250813_MAIN_SLOG3-CINE_VENICE_TO_709_X65.cube	none	512	1504	5472	6048x4032		172.50deg	1/50sec	10:07:51:17		0.00000	060A2B340101010501010D43130000009687100C140906D7143FA6FFFE70E4D1	5504x2306+0+0			X-OCN XT		5200		32768	
